text,source,clean_text
"We might have more faith in the sincerity of the authors of this motion in 'deploring the recent murders, beatings and intimidation associated with the ...occupation' if they at least deigned to recall the past massacres in which a handful of colonists dispossessed the indigenous population of its land and the decades of colonial violence and apartheid used to preserve this situation.",europarl,might faith sincerity authors motion deploring recent murders beatings intimidation associated occupation least deigned recall past massacres handful colonists dispossessed indigenous population land decades colonial violence apartheid used preserve situation
I want to pay tribute to those of you here who were in favour of the Constitution and who agreed to discuss a new draft.,europarl,want pay tribute favour constitution agreed discuss new draft
That should help them to achieve a better work-life balance and to remain employable.,europarl,help achieve better work life balance remain employable
"After my stay in Naples, Mr President, I went to Trieste, where I took the train to go to another Italian city.",europarl,stay naples mr president went trieste took train go another italian city
"Since the costs to be incurred by European farmers in ensuring the appropriate animal welfare standards have been assessed at approximately EUR 10 billion, we must demand that animal products originating from outside the European Union meet similar standards.",europarl,since costs incurred european farmers ensuring appropriate animal welfare standards assessed approximately eur billion must demand animal products originating outside european union meet similar standards
"Or take Turkey, a candidate country: it is finding it very difficult to cope with the issue of torture, and yet it also belongs to the Council of Europe and has an association agreement with the European Union.",europarl,take turkey candidate country finding difficult cope issue torture yet also belongs council europe association agreement european union
"A start could have been made by introducing the principle of public access to official records, proper filing routines and recording of incoming post.",europarl,start could made introducing principle public access official records proper filing routines recording incoming post
"We are working together for a solution that should enable coexistence for several ethnic communities in Kosovo and create in the shortest possible time circumstances in which Kosovo, which is facing very challenging economic and social difficulties, can begin to move towards reconciliation, progress and prosperity.",europarl,working together solution enable coexistence several ethnic communities kosovo create shortest possible time circumstances kosovo facing challenging economic social difficulties begin move towards reconciliation progress prosperity
The Commission itself recognises that using this food additive could mislead the consumer as to the state of the final food.,europarl,commission recognises using food additive could mislead consumer state final food
"The work that has already been done will need to be continued, so that each one of us, and in particular those who, like me, are members of the more sensitive committees, such as agriculture and health.",europarl,work already done need continued one us particular like members sensitive committees agriculture health
"During the last 40 years the seven or eight big household names, the labour-intensive shoemakers in Northampton, have declined to barely one, while all the town’s engineering firms have gone.",europarl,last years seven eight big household names labour intensive shoemakers northampton declined barely one town engineering firms gone
"For example, Hungary provides 2% of the Union's vegetable production, and receives 0.61% of the costs of vegetable production.",europarl,example hungary provides union vegetable production receives costs vegetable production
"Despite the fact that two key amendments fell (regarding paragraphs 32 and 52), the content remains difficult for our group to accept.",europarl,despite fact two key amendments fell regarding paragraphs content remains difficult group accept
"Farmers of small and medium-sized holdings have every interest in opposing the CAP and the EU and their being sold off to big business, as well as in joining the Greek Communist Party and the Workers' Rally, the workers and the self-employed in the social alliance, to overturn the sovereignty and power of the monopolies.",europarl,farmers small medium sized holdings every interest opposing cap sold big business well joining greek communist party workers rally workers self employed social alliance overturn sovereignty power monopolies
"In terms of aviation growth, air traffic is forecast to almost double in the next 15 years.",europarl,terms aviation growth air traffic forecast almost double next years
"Let us reject the idea, cherished by some, that profits are divided privately, but losses are shared by society.",europarl,let us reject idea cherished profits divided privately losses shared society
"This, in combination with a modification to Article 17, which allows freedom of contract to choose ADR but respects existing consumer rights in the form of the unfair contract terms directive, presents a much more workable, legally certain package that will promote confidence.",europarl,combination modification article allows freedom contract choose adr respects existing consumer rights form unfair contract terms directive presents much workable legally certain package promote confidence
The inadequate electoral preparations for enabling the refugees to vote in their present place of residence in the federation for their own home area in what is now the Serbian part of Bosnia led to what were at times chaotic conditions for thousands of refugees.,europarl,inadequate electoral preparations enabling refugees vote present place residence federation home area serbian part bosnia led times chaotic conditions thousands refugees
Only through direct cooperation and sharing information can the necessary confidence be created to form a basis for the general responsibility of the European nations for exams.,europarl,direct cooperation sharing information necessary confidence created form basis general responsibility european nations exams
Parliament is not even accorded the right to send two representatives to its Board of Management.,europarl,parliament even accorded right send two representatives board management
"Nonetheless, I am convinced that the rights of the people of Europe will only improve if we build a strong, political Europe based on the principle of secularism.",europarl,nonetheless convinced rights people europe improve build strong political europe based principle secularism
Full and specific tests must be carried out on donated blood and plasma and we must be continually informed of the existence and validity of new viral markers.,europarl,full specific tests must carried donated blood plasma must continually informed existence validity new viral markers
"Palestinian health workers and teachers have gone on strike, and Palestinian policemen and other public service workers have not been paid.",europarl,palestinian health workers teachers gone strike palestinian policemen public service workers paid
"The Tampere meeting is also being called upon to address the issues of freedom, security and justice for citizens in relation to the new conditions created by the new challenges involved in crossing the threshold from the 20th to the 21st century.",europarl,tampere meeting also called upon address issues freedom security justice citizens relation new conditions created new challenges involved crossing threshold th st century
"Madam President, Mr President of the Commission, Mr President-in-Office, ladies and gentlemen, today we are looking into the future of the European Union and we are therefore debating the future of Europe.",europarl,madam president mr president commission mr president office ladies gentlemen today looking future european union therefore debating future europe
"I should like to draw your attention to the issue of intelligent speed adapters, a very important point in my view.",europarl,like draw attention issue intelligent speed adapters important point view
We could easily increase this if we made better use of that broad waterway between the North Sea and the Black Sea.,europarl,could easily increase made better use broad waterway north black
"As far as the Structural Funds are concerned, it would have been better if the Union's measures on economic and social cohesion had been more in line with the Commission's more generous proposals.",europarl,far structural funds concerned would better union measures economic social cohesion line commission generous proposals
"It paves the way for working-class demonstrations which affect any 'critical' infrastructures, including private installations (for example strikes in critical sectors, such as energy, telecommunications and so forth, walkouts from factories, companies and so forth, picket lines, demonstrations and so forth) to be characterised as 'terrorist action'.",europarl,paves way working class demonstrations affect critical infrastructures including private installations example strikes critical sectors energy telecommunications forth walkouts factories companies forth picket lines demonstrations forth characterised terrorist action
"   Mr President, Commissioner, today in Iran the conflict between conservatives and reformists threatens once again to throw an entire nation of this great Middle East into obscurantism and fundamentalism, into a pernicious and despairing arbitrariness.",europarl,mr president commissioner today iran conflict conservatives reformists threatens throw entire nation great middle east obscurantism fundamentalism pernicious despairing arbitrariness
"We are categorically opposed to this Commission proposal, and there is no room for 'its better management'.",europarl,categorically opposed commission proposal room better management
It is fundamental that everyone should be guaranteed access to information so as to benefit from all the educational and cultural opportunities in the public and private sector which arise from the new technologies.,europarl,fundamental everyone guaranteed access information benefit educational cultural opportunities public private sector arise new technologies
"I wish to quote a statement by the former Secretary-General of Interpol, Ronald Noble, comparing the number of victims of terrorism and counterfeit medicines: over a period of 45 years, terrorists killed 65 000 people, whereas counterfeit medicines claimed 200 000 victims in China alone.",europarl,wish quote statement former secretary general interpol ronald noble comparing number victims terrorism counterfeit medicines period years terrorists killed people whereas counterfeit medicines claimed victims china alone
"And in the same spirit, after the WTO ministerial conference in May, Sir Leon is going to ask his services to develop a transparent, wide-ranging dialogue about the repercussions of globalization so that, as we move towards the start of a future millennium round at the end of 1999, European public opinion will be not only prepared but also committed to the European objectives in these important negotiations.",europarl,spirit wto ministerial conference may sir leon going ask services develop transparent wide ranging dialogue repercussions globalization move towards start future millennium round end european public opinion prepared also committed european objectives important negotiations
"We will probably continue to transport breeding animals over long distances and, in this connection, Parliament has, of course, proposed a pilot project for rest stations, where the animals have to rest after 24 hours.",europarl,probably continue transport breeding animals long distances connection parliament course proposed pilot project rest stations animals rest hours
Mr Dimitrakopoulos' s and Mr Leinen' s report paves the way for a very thorough overhaul which we do not think it will be possible to implement within the established time frame.,europarl,mr dimitrakopoulos mr leinen report paves way thorough overhaul think possible implement within established time frame
"In accordance with Rule 4(1) and (3), Parliament has noted the resignation and established the vacancy from the date I have just given. Mrs Soullie has resigned from Parliament with effect from 24 March 2011.",europarl,accordance rule parliament noted resignation established vacancy date given mrs soullie resigned parliament effect march
It is therefore unacceptable for Romania's name to be freely bandied about as part of the discussion on alleged CIA prisons.,europarl,therefore unacceptable romania name freely bandied part discussion alleged cia prisons
"Madam President, I never, in the first instance, believed we needed a committee of inquiry.",europarl,madam president never first instance believed needed committee inquiry
Fighting climate change is now at the heart of the European project and is at the top of national political agendas.,europarl,fighting climate change heart european project top national political agendas
"Mr President, I congratulate Mr Giansily on his balanced report and agree with him that the extremely high currency reserves may act as a necessary safety net during the transitional period.",europarl,mr president congratulate mr giansily balanced report agree extremely high currency reserves may act necessary safety net transitional period
It is not a question of saving the reputation of the founders of the EU but rather of building Europe and working in favour of European citizens.,europarl,question saving reputation founders rather building europe working favour european citizens
"That applies, though, not only to the new Member States that will be joining the European Union next year, but to all the Member States.",europarl,applies though new member states joining european union next year member states
Five million of our citizens were stranded with no real alternative form of transport available.,europarl,five million citizens stranded real alternative form transport available
"I wanted to refer to the comment made by Mr Wijkman with regard to the votes by means of which the Committee on Development and Cooperation’s proposal was approved, which were 26 in favour and 2 abstentions.",europarl,wanted refer comment made mr wijkman regard votes means committee development cooperation proposal approved favour abstentions
"The ECOFIN Council and, more generally, the national statistics authorities welcomed both recommendations and the Commission implemented them in a dual proposal in October last year; we are debating those proposals today with the prospect that, and I hope we will be able to confirm whether you agree with me here, they will be adopted at first reading.",europarl,ecofin council generally national statistics authorities welcomed recommendations commission implemented dual proposal october last year debating proposals today prospect hope able confirm whether agree adopted first reading
But the fact of enjoying equal dignity does not mean that institutions that are per se different may be treated as equivalent.,europarl,fact enjoying equal dignity mean institutions per different may treated equivalent
(SV) We voted in favour of paragraph 29 because we believe that tax coordination is necessary for combating harmful tax competition.,europarl,sv voted favour paragraph believe tax coordination necessary combating harmful tax competition
"More and more facts are coming to light about the US security services and agencies, such as the CIA, illegally kidnapping people, flying them to Europe, detaining them and then subjecting them to isolation and torture.",europarl,facts coming light us security services agencies cia illegally kidnapping people flying europe detaining subjecting isolation torture
"The countries that are among the new EU Member States often have enormous deficits to make up, especially as regards the quality and health of the foodstuffs produced.",europarl,countries among new member states often enormous deficits make especially regards quality health foodstuffs produced
We must also bear in mind that those who are committed to construction will find it hard to support destruction.,europarl,must also bear mind committed construction find hard support destruction
That is not at all surprising since this Parliament is a reflection of the population of the European Union and this topic is very much on the minds of our citizens at home.,europarl,surprising since parliament reflection population european union topic much minds citizens home
I am one of many Members in this House from EU countries that have facilitated the landing and refuelling of US aircraft – military and CIA – in recent years.,europarl,one many members house countries facilitated landing refuelling us aircraft military cia recent years
"In this report, Parliament confirms once again its determination to support the euro region at the borders with its Eastern neighbours by means of a joint fund.",europarl,report parliament confirms determination support euro region borders eastern neighbours means joint fund
"Parliament has voiced its concern in several reports and resolutions about the safety of blood and blood products and the attainment of self-sufficiency in the Community, and the Commission welcomes the committee's report this evening.",europarl,parliament voiced concern several reports resolutions safety blood blood products attainment self sufficiency community commission welcomes committee report evening
I also share the view that it was quite right to leave this issue to the social partners.,europarl,also share view quite right leave issue social partners
"For this to be possible, it is essential not only to give Haiti non-refundable aid, but also to make sure that the country and its society are given a fresh start.",europarl,possible essential give haiti non refundable aid also make sure country society given fresh start
"Mr President, I do not think it is an exaggeration to say that this debate is crucial for the present and the future of the European Union.",europarl,mr president think exaggeration say debate crucial present future european union
"Clearly there is a terrible situation here, which throws into question our ability within the European Union of translating the Treaty into appropriate action.",europarl,clearly terrible situation throws question ability within european union translating treaty appropriate action
"Subject to some redrafting, but with the exception of the reference to cargo facilities in the definition of airport charges, Amendments Nos 9 and 21 are acceptable.",europarl,subject redrafting exception reference cargo facilities definition airport charges amendments acceptable
"I can guarantee nothing, but this is the line and these are the activities that the Commission is pursuing.",europarl,guarantee nothing line activities commission pursuing
"There are certain realities related to the situation in Gaza which have caused some delays, but I believe we will be able to overcome that.",europarl,certain realities related situation gaza caused delays believe able overcome
The next item is the Commission statement on the deadlock in negotiations on the fishing agreement between the European Union and the Kingdom of Morocco.,europarl,next item commission statement deadlock negotiations fishing agreement european union kingdom morocco
"As President of this House I have a double duty: I, and we, have a duty to our electorate and the public to be accountable; and I have a duty to this House to be fair.",europarl,president house double duty duty electorate public accountable duty house fair
Bulgaria and Romania have indeed undergone a monitoring process that is unprecedented in its scope and intensity.,europarl,bulgaria romania indeed undergone monitoring process unprecedented scope intensity
In our Amendment 2 we focus on a couple of issues highlighted by the Employment Task Force – the Kok report – namely adaptability and lifelong learning.,europarl,amendment focus couple issues highlighted employment task force kok report namely adaptability lifelong learning
This gas pipeline will follow the same course as the Nabucco pipeline planned by the EU.,europarl,gas pipeline follow course nabucco pipeline planned
"Although Zimbabwe faces expulsion from the Commonwealth on 25 July, the government seems more concerned with prosecuting a disastrous war in the Democratic Republic of Congo in order to safeguard Mugabe's cronies' diamond mining interests.",europarl,although zimbabwe faces expulsion commonwealth july government seems concerned prosecuting disastrous war democratic republic congo order safeguard mugabe cronies diamond mining interests
"   . Mr President, Cambodia was a peaceful neighbour to Vietnam, until foreigners intervened in its affairs at the beginning of the 1970s.",europarl,mr president cambodia peaceful neighbour vietnam foreigners intervened affairs beginning
"I certainly do not agree with Mrs Pack's position, much as I sympathise with her emotional involvement, because we have to think things through to the end and consider the consequences of that position.",europarl,certainly agree mrs pack position much sympathise emotional involvement think things end consider consequences position
A series of measures on integration of third-country nationals has been proposed which aims to improve the rights and status of legal migrants within the European Union.,europarl,series measures integration third country nationals proposed aims improve rights status legal migrants within european union
"We should state openly what effects the accession of these large countries would have on the European Union, given that this slight dishonesty is not lost on our partners, including Turkey.",europarl,state openly effects accession large countries would european union given slight dishonesty lost partners including turkey
"The EU uses those expectations to demand reforms, and in that way, makes deep incursions into the administrative choices that are being made over there.",europarl,uses expectations demand reforms way makes deep incursions administrative choices made
"Compensation was not therefore deemed to be justified, and no money has been set aside for it in any case.",europarl,compensation therefore deemed justified money set aside case
"Concerning junior doctors, I was delighted that the European Parliament, in committee, has agreed on Amendment No 5 with regard to a transitional period of four years instead of the Council position of nine years, which I believe is too long.",europarl,concerning junior doctors delighted european parliament committee agreed amendment regard transitional period four years instead council position nine years believe long
"The Commission has been invited by the Copenhagen European Council to submit proposals on the EU's future relations with its neighbours, including Belarus.",europarl,commission invited copenhagen european council submit proposals future relations neighbours including belarus
"This is the entire thrust of the road map that we will propose, and which we will be discussing at this European Council.",europarl,entire thrust road map propose discussing european council
They help in the analysis of non-military crises and help us to act on them quickly.,europarl,help analysis non military crises help us act quickly
I particularly welcome the emphasis on food safety and consumer confidence and improving the implementation of the EU budget.,europarl,particularly welcome emphasis food safety consumer confidence improving implementation budget
"One of the major areas supporting the EU's development and stability is completely missing, namely, the infrastructure for both transport and energy.",europarl,one major areas supporting development stability completely missing namely infrastructure transport energy
The aim of this resolution is to demonstrate the unfailing vigilance of my group and of this Parliament regarding respect for human rights around the world and especially in relation to our Mediterranean partners.,europarl,aim resolution demonstrate unfailing vigilance group parliament regarding respect human rights around world especially relation mediterranean partners
Only cooperation like this will enable peace efforts to be given lasting and concrete expression.,europarl,cooperation like enable peace efforts given lasting concrete expression
"By adopting these measures, the European Union has performed an exceptional gesture, as this process of liberalisation, in particular as regards agricultural products, has been offered practically without conditions or rights.",europarl,adopting measures european union performed exceptional gesture process liberalisation particular regards agricultural products offered practically without conditions rights
I voted in favour because the audits carried out by the Court of Auditors and the Committee on Budgetary Control showed that all the transactions made by the Agency were perfectly legal and regular.,europarl,voted favour audits carried court auditors committee budgetary control showed transactions made agency perfectly legal regular
"Both the EU 2020 strategy and, for example, the integrated employment guidelines, which the Chair of the Employment Committee has spoken about, regard Parliament as a body that is merely to be informed or consulted.",europarl,strategy example integrated employment guidelines chair employment committee spoken regard parliament body merely informed consulted
"Member of the Commission. - Mr President, in my remarks, I shall touch upon the forthcoming EU-US Summit that will be an important milestone in our transatlantic partnership, as well as addressing certain EU-US aspects, particularly on climate change negotiations under way and also some critical GLS issues.",europarl,member commission mr president remarks shall touch upon forthcoming us summit important milestone transatlantic partnership well addressing certain us aspects particularly climate change negotiations way also critical gls issues
"In addition, the sacrifice of human life in order to improve the quality of other lives, evokes feelings of cannibalism.",europarl,addition sacrifice human life order improve quality lives evokes feelings cannibalism
"Development is hard to define, but when in my report the Commission is called upon to protect the sectors of water, health and education from liberalisation, what we are fundamentally talking about is rights that must be guaranteed, as when the Cape Town Declaration is quoted.",europarl,development hard define report commission called upon protect sectors water health education liberalisation fundamentally talking rights must guaranteed cape town declaration quoted
I would like to thank the members of the Regional Development Committee for their support and the shadow rapporteurs for all their input.,europarl,would like thank members regional development committee support shadow rapporteurs input
It goes without saying that these committees cannot be responsible for those forms of discrimination that are a matter for the Committee on Women's Rights.,europarl,goes without saying committees cannot responsible forms discrimination matter committee women rights
The fact that relations between the EU and Russia are now more unpredictable than for a time is the fault of both sides.,europarl,fact relations russia unpredictable time fault sides
This is why the Europe of free movement is a Europe that deprives people who are permanent residents in favour of nomads.,europarl,europe free movement europe deprives people permanent residents favour nomads
This will certainly be recorded in the Minutes and the group chairmen who make up the Conference of Presidents will read and take note of your comments.,europarl,certainly recorded minutes group chairmen make conference presidents read take note comments
"The creation of different kind of Europe whose priorities are full employment, improved working conditions and a fairer redistribution of wealth, is not only feasible but imperative.",europarl,creation different kind europe whose priorities full employment improved working conditions fairer redistribution wealth feasible imperative
"This is, however, incredible since we are going to vote on the European arrest warrant, which will enter into force in 2004, namely in two years' time, and today they are telling us that there will be a Laeken European Council.",europarl,however incredible since going vote european arrest warrant enter force namely two years time today telling us laeken european council
"In any event, my question is the following: some countries in the European Union are clearly given preferential treatment at the moment when it comes to catches and I ask you whether any reform of the CFP is possible without implementing the principle of relative stability, which is so anti-European?",europarl,event question following countries european union clearly given preferential treatment moment comes catches ask whether reform cfp possible without implementing principle relative stability anti european
The island of Gozo needs the assistance through the introduction of similar special measures.,europarl,island gozo needs assistance introduction similar special measures
I do not know why it is precisely the common policy with the least funds that is most besieged by requests of all kinds.,europarl,know precisely common policy least funds besieged requests kinds
"Mr President, I would like to thank my colleague, Mr Carraro, for this competently prepared and timely report.",europarl,mr president would like thank colleague mr carraro competently prepared timely report
"It is our job as legislator to support this by putting framework conditions in place, which brings me back to the fact that the Council needs to wrap things up.",europarl,job legislator support putting framework conditions place brings back fact council needs wrap things
"We are all aware that, in order to help Africa overcome poverty, war, hunger and violence, a process and financial resources must be put in place.",europarl,aware order help africa overcome poverty war hunger violence process financial resources must put place
And I believe that with goodwill and cooperation we shall succeed in transferring this too from a European level to a national level and create an even stronger link between the industrial policy of the European Union and that of Member States.,europarl,believe goodwill cooperation shall succeed transferring european level national level create even stronger link industrial policy european union member states
Agreement between the EC and Mauritius on the short-stay visa waiver - Agreement between the EC and Seychelles on the short-stay visa waiver - Agreement between the EC and Barbados on the short-stay visa waiver - Agreement between the EC and Saint Kitts and Nevis on the short-stay visa waiver - Agreement between the EC and Antigua and Barbuda on the short-stay visa waiver - Agreement between the EC and The Bahamas on the short-stay visa waiver (debate),europarl,agreement ec mauritius short stay visa waiver agreement ec seychelles short stay visa waiver agreement ec barbados short stay visa waiver agreement ec saint kitts nevis short stay visa waiver agreement ec antigua barbuda short stay visa waiver agreement ec bahamas short stay visa waiver debate
"The steady erosion of the rights and dignity of these people and the Italian victims involved in the escalating violence over the last 18 months are an example of the contradictions demonstrated by those governments and institutions that on the one hand preach understanding and on the other allow human beings to live in squalor and to be robbed, raped and killed at the hands of mob justice.",europarl,steady erosion rights dignity people italian victims involved escalating violence last months example contradictions demonstrated governments institutions one hand preach understanding allow human beings live squalor robbed raped killed hands mob justice
I am equally pleased that the report supports the Commission’s position that the new tax base should be optional for companies and that the report avoids the trap of becoming involved in tax rates.,europarl,equally pleased report supports commission position new tax base optional companies report avoids trap becoming involved tax rates
"In this regard, we have called for the mobilisation of the Council and the Commission, today we reiterate our support and we call on Parliament to support the five people who the Cubans see as their heroes, and their families, several of whom have not been able to visit, not for months, not for years, Mr President.",europarl,regard called mobilisation council commission today reiterate support call parliament support five people cubans see heroes families several able visit months years mr president
"Following this backlash against the democratic opening, I welcome last week's announcement by the Turkish Government to carry the democratic opening further.",europarl,following backlash democratic opening welcome last week announcement turkish government carry democratic opening
"The first thing I want to say is that derogations are justified in the Alps, which are a sensitive region.",europarl,first thing want say derogations justified alps sensitive region
"Mr Dalli and the Commission, I would be pleased, now that we have this directive in place, if you would focus more closely on the regulation on social security, which is the system on which everything is based, and which makes it clear who is paid and where everything is well organised.",europarl,mr dalli commission would pleased directive place would focus closely regulation social security system everything based makes clear paid everything well organised
"Now we have a situation whereby far too much is permitted, and the argument that the industry would obviously not use all these additives is really rather feeble.",europarl,situation whereby far much permitted argument industry would obviously use additives really rather feeble
"This was, in fact, the last chance before REACH to ban chemicals in the old-fashioned way.",europarl,fact last chance reach ban chemicals old fashioned way
This hypocritical pseudo-argument resurfaces time and again when votes are held in this House on texts concerning immigration or asylum.,europarl,hypocritical pseudo argument resurfaces time votes held house texts concerning immigration asylum
"On the other hand, the authority must be ""given powers to require"" Member States to provide reports, statistics and papers...",europarl,hand authority must given powers require member states provide reports statistics papers
"We are wondering today how we are going to be able to turn back the clock, and this at a time when the Commission is launching free trade initiatives in all directions and even, as Sir Leon Brittan announced recently in Geneva, seeing a need to go even further in the liberalization of world trade.",europarl,wondering today going able turn back clock time commission launching free trade initiatives directions even sir leon brittan announced recently geneva seeing need go even liberalization world trade
I voted against the majority resolution because it failed to stipulate the improvement of environmental performance as a precondition for receiving public money.,europarl,voted majority resolution failed stipulate improvement environmental performance precondition receiving public money
"Money set aside for information on the EU is all too often used for persuasive advertising, without presenting all the sides of an issue.",europarl,money set aside information often used persuasive advertising without presenting sides issue
"The European Union which, with 350 million inhabitants, should be a power over and above the nation state, thus shows its dark reality: it is an authority submissive to the power of the WTO, to that of the OECD, and to the ideology of global free trade.",europarl,european union million inhabitants power nation state thus shows dark reality authority submissive power wto oecd ideology global free trade
The same Commission proposes to the European Union that enlargement should take place in 2004.,europarl,commission proposes european union enlargement take place
"I voted in favour of Mr Lehne's report on the annual accounts of microentities because, although the European Commission's impact assessment is, in my view, incomplete and insufficient, I wanted to adopt a position that was clearly in favour of simplifying the accounting obligations imposed on very small enterprises.",europarl,voted favour mr lehne report annual accounts microentities although european commission impact assessment view incomplete insufficient wanted adopt position clearly favour simplifying accounting obligations imposed small enterprises
This Parliament has added a social dimension to economic legislation.,europarl,parliament added social dimension economic legislation
"Instead, let us return to a bit of sanity, where we understand the value of farming, where farmers farm and are rewarded for their labours by a fair price for their produce.",europarl,instead let us return bit sanity understand value farming farmers farm rewarded labours fair price produce
"I should like to say to Mr Skinner that, really, smugglers could not care less about levels and indicative limits.",europarl,like say mr skinner really smugglers could care less levels indicative limits
"I had not meant to intervene, on this occasion, but I hope that people will think very seriously about the consequences of this and the consequences for our credibility when it comes to negotiating in the security area with the United States.",europarl,meant intervene occasion hope people think seriously consequences consequences credibility comes negotiating security area united states
"After 2000, the European Union, via the agency, was very much capable of providing prompt and efficient aid, often under difficult circumstances.",europarl,european union via agency much capable providing prompt efficient aid often difficult circumstances
"The Union must lay down rules reflecting the responsible conduct of countries from the United States to China, including India, South Africa and others, that have been producing and consuming genetically improved products for years without any problems whatsoever. In so doing, we should be following the age-old tradition of the world's peasant farmers, who, through selection and crossbreeding, have genetically modified all the products we have been consuming for centuries.",europarl,union must lay rules reflecting responsible conduct countries united states china including india south africa others producing consuming genetically improved products years without problems whatsoever following age old tradition world peasant farmers selection crossbreeding genetically modified products consuming centuries
A tiny tax on financial transactions will be able to be put to use to fight poverty in the UK and across the world and mitigate the effects of climate change.,europarl,tiny tax financial transactions able put use fight poverty uk across world mitigate effects climate change
"On the other hand, though - and this is where we have different ends in mind - Europe needs money if we are to be able to enthuse people and move the European project forward, which is what we want to do, and that will not be possible unless proper funding is made available.",europarl,hand though different ends mind europe needs money able enthuse people move european project forward want possible unless proper funding made available
"Once again, the Council confused the multiannual budgetary framework, that is to say the Financial Perspective, with the budget itself: a self-interested short-sightedness which hindered suitable and appropriate political decision-making and which led to a bungled handling of the budget.",europarl,council confused multiannual budgetary framework say financial perspective budget self interested short sightedness hindered suitable appropriate political decision making led bungled handling budget
"However, the hype created by certain mass media and a few loose cannon resulted in cancellations and disappointment for those who make a living out of tourism in Greece.",europarl,however hype created certain mass media loose cannon resulted cancellations disappointment make living tourism greece
"Ultimately, however, we already know that in these cases it is up to the fisheries sector to lead the way and set an example.",europarl,ultimately however already know cases fisheries sector lead way set example
And it should create a scandal everywhere that gifts are now being legalized by the proposal to amend the Rules of Procedure which the majority in the House is recommending should be adopted.,europarl,create scandal everywhere gifts legalized proposal amend rules procedure majority house recommending adopted
"Ever mindful of my responsibilities as a representative of the Presidency, rather than speaking as a partisan figure here today, I would respectfully suggest that those inaccuracies are perhaps not so much technological as ideological.",europarl,ever mindful responsibilities representative presidency rather speaking partisan figure today would respectfully suggest inaccuracies perhaps much technological ideological
"on behalf of the GUE/NGL Group. - (EL) Mr President, we have been living through the tragedy of ignorance about the fate of some 2 000 of our missing Turkish Cypriot and Greek Cypriot compatriots in Cyprus for years now.",europarl,behalf gue ngl group mr president living tragedy ignorance fate missing turkish cypriot greek cypriot compatriots cyprus years
"Allow me, therefore, to welcome and congratulate you, as did our President at the opening of the part-session on Monday, and say that this House is sure that your presence here will make a positive contribution to the atmosphere of freedom, coexistence and respect for democracy that is the hallmark of this Chamber.",europarl,allow therefore welcome congratulate president opening part session monday say house sure presence make positive contribution atmosphere freedom coexistence respect democracy hallmark chamber
"As the rapporteur said himself in his introduction to this debate, this is a promising sector which, if handled properly, can cause great benefits to accrue to the EU in the future.",europarl,rapporteur said introduction debate promising sector handled properly cause great benefits accrue future
"Of course this is a subject on which opinions can differ, as they do here in the discussion too, for not every individual issue has undergone adequate scientific investigation and been supported by unequivocal findings.",europarl,course subject opinions differ discussion every individual issue undergone adequate scientific investigation supported unequivocal findings
"If the Angolan Government continues to refuse to cooperate, measures will need to be taken.",europarl,angolan government continues refuse cooperate measures need taken
"Is the President-in-Office aware that some of the land crossings between the north and south of Cyprus are sometimes shut, so the refusal of direct air flights out of and into Northern Cyprus effectively shuts off Turkish Cypriots from contact with the outside world?",europarl,president office aware land crossings north south cyprus sometimes shut refusal direct air flights northern cyprus effectively shuts turkish cypriots contact outside world
"Finally, prior to the European elections, I would like to ask how this House is trying to set an example to the rest of Europe on anti-discrimination.",europarl,finally prior european elections would like ask house trying set example rest europe anti discrimination
The EU and the Commissioners negotiating on its behalf have nothing to hide or be ashamed of.,europarl,commissioners negotiating behalf nothing hide ashamed
"I just wanted to draw your attention to the fact that I am present for my own question, which you have already got tabled.",europarl,wanted draw attention fact present question already got tabled
"Mr President, I would like to make this question, and the answer to it, available to you; perhaps you will be as outraged as I am at this reply and will be able to do something about improving this state of affairs.",europarl,mr president would like make question answer available perhaps outraged reply able something improving state affairs
